,Ball_Count,PKG_Dimension,PKG_Height,RTD_SETUP,tester,equip_id,Due_Date,Suggest_Date,Last_PM,Event_Code,Code,Semi_State_ID,Standard_work_time,Location,Status,PM_duration,Type,Freq,Cur,Due,warning,critical,handler,NOTE
924,180B,180/252FBGA12X14,1.1-1.2,180/252FBGA12X14_128-256X_1.1-1.2_TORSION_PEEK_1112,SM3016-0076,TW322SM-0148,2022-07-30 23:59:00,2022-07-28 23:59:00,2022-06-30 06:32:19.433,PM 1 MONTH,TW322SM 1 MONTH PM(FOR IONIZER),PRODUCTIVE          ,6.0,T01-TFC1-P0425,COMING DUE          ,CONTINUOUS          ,TIME                ,DAY                 ,N/A,30.0,7.0,1.0,TW322SM-0148,
925,180B,180/252FBGA12X14,1.1-1.2,180/252FBGA12X14_128-256X_1.1-1.2_TORSION_PEEK_1112,SM3016-0076,TW322SM-0148,2022-07-30 23:59:00,2022-07-28 23:59:00,2022-06-30 06:32:19.433,PM 1 MONTH,TW322SM 1 MONTH PM(FOR MACHINE),PRODUCTIVE          ,6.0,T01-TFC1-P0425,COMING DUE          ,CONTINUOUS          ,TIME                ,DAY                 ,N/A,30.0,7.0,1.0,TW322SM-0148,
926,180B,180/252FBGA12X14,1.1-1.2,180/252FBGA12X14_128-256X_1.1-1.2_TORSION_PEEK_1112,SM3016-0076,TW322SM-0148,2022-07-29 23:59:00,2022-07-28 23:59:00,2022-04-30 15:02:51.133,PM 3 MONTH,TW322SM 3 MONTH PM,PRODUCTIVE          ,6.0,T01-TFC1-P0425,WARNING             ,CONTINUOUS          ,TIME                ,DAY                 ,N/A,90.0,14.0,1.0,TW322SM-0148,
927,180B,180/252FBGA12X14,1.1-1.2,180/252FBGA12X14_128-256X_1.1-1.2_TORSION_PEEK_1112,SM3016-0076,TW322SM-0148,2022-07-30 23:59:00,2022-07-28 23:59:00,2022-07-15 04:21:34.727,PM ESD CDM 250V,TW322SM ESD 250V HALF MONTH PM,PRODUCTIVE          ,0.5,T01-TFC1-P0425,COMING DUE          ,CONTINUOUS          ,TIME                ,DAY                 ,N/A,15.0,7.0,1.0,TW322SM-0148,
928,180B,180/252FBGA12X14,1.1-1.2,180/252FBGA12X14_128-256X_1.1-1.2_DISSIPATIVE_1112,SM3016-0095,TW322SM-0165,2022-08-12 23:59:00,2022-08-11 23:59:00,2022-07-13 04:30:00.077,CLEAN AND INSPECTION,CLEAN AND INSPECTION,PRODUCTIVE          ,0.5,T01-TFC1-P0225,COMING DUE          ,CONTINUOUS          ,TIME                ,DAY                 ,N/A,30.0,7.0,1.0,TW322SM-0165,
929,180B,180/252FBGA12X14,1.1-1.2,180/252FBGA12X14_128-256X_1.1-1.2_DISSIPATIVE_1112,SM3016-0095,TW322SM-0165,2022-08-18 23:59:00,2022-08-17 23:59:00,2021-08-18 02:05:13.060,Ionizer Pin change,Ionizer Pin change,PRODUCTIVE          ,0.5,T01-TFC1-P0225,COMING DUE          ,CONTINUOUS          ,TIME                ,DAY                 ,N/A,365.0,30.0,1.0,TW322SM-0165,
930,180B,180/252FBGA12X14,1.1-1.2,180/252FBGA12X14_128-256X_1.1-1.2_DISSIPATIVE_1112,SM3016-0095,TW322SM-0165,2022-08-12 23:59:00,2022-08-11 23:59:00,2022-07-13 04:30:00.093,PM 1 MONTH,TW322SM 1 MONTH PM(FOR IONIZER),PRODUCTIVE          ,6.0,T01-TFC1-P0225,COMING DUE          ,CONTINUOUS          ,TIME                ,DAY                 ,N/A,30.0,7.0,1.0,TW322SM-0165,
931,180B,180/252FBGA12X14,1.1-1.2,180/252FBGA12X14_128-256X_1.1-1.2_DISSIPATIVE_1112,SM3016-0095,TW322SM-0165,2022-08-12 23:59:00,2022-08-11 23:59:00,2022-07-13 04:30:00.110,PM 1 MONTH,TW322SM 1 MONTH PM(FOR MACHINE),PRODUCTIVE          ,6.0,T01-TFC1-P0225,COMING DUE          ,CONTINUOUS          ,TIME                ,DAY                 ,N/A,30.0,7.0,1.0,TW322SM-0165,
932,180B,180/252FBGA12X14,1.1-1.2,180/252FBGA12X14_128-256X_1.1-1.2_DISSIPATIVE_1112,SM3016-0095,TW322SM-0165,2022-08-14 23:59:00,2022-08-11 23:59:00,2022-02-13 06:51:55.200,PM 6 MONTH,TECHWING SEMI ANNUAL PM,PRODUCTIVE          ,8.0,T01-TFC1-P0225,WARNING             ,CONTINUOUS          ,TIME                ,DAY                 ,N/A,182.0,30.0,1.0,TW322SM-0165,
933,180B,180/252FBGA12X14,1.1-1.2,180/252FBGA12X14_128-256X_1.1-1.2_DISSIPATIVE_1112,SM3016-0095,TW322SM-0165,2022-07-28 23:59:00,2022-07-27 23:59:00,2022-07-13 04:30:00.123,PM ESD CDM 250V,TW322SM ESD 250V HALF MONTH PM,PRODUCTIVE          ,0.5,T01-TFC1-P0225,COMING DUE          ,CONTINUOUS          ,TIME                ,DAY                 ,N/A,15.0,7.0,1.0,TW322SM-0165,
934,180B,180/252FBGA12X14,1.1-1.2,180/252FBGA12X14_128-256X_1.1-1.2_DISSIPATIVE_1112,SM3016-0157,TW322SM-0195,2022-08-17 23:59:00,2022-08-16 23:59:00,2022-07-18 07:05:13.073,CLEAN AND INSPECTION,CLEAN AND INSPECTION,PRODUCTIVE          ,0.5,T01-TFC1-P0408,COMING DUE          ,CONTINUOUS          ,TIME                ,DAY                 ,N/A,30.0,7.0,1.0,TW322SM-0195,
935,180B,180/252FBGA12X14,1.1-1.2,180/252FBGA12X14_128-256X_1.1-1.2_DISSIPATIVE_1112,SM3016-0157,TW322SM-0195,2022-08-17 23:59:00,2022-08-16 23:59:00,2022-07-18 07:05:13.073,PM 1 MONTH,TW322SM 1 MONTH PM(FOR IONIZER),PRODUCTIVE          ,6.0,T01-TFC1-P0408,COMING DUE          ,CONTINUOUS          ,TIME                ,DAY                 ,N/A,30.0,7.0,1.0,TW322SM-0195,
936,180B,180/252FBGA12X14,1.1-1.2,180/252FBGA12X14_128-256X_1.1-1.2_DISSIPATIVE_1112,SM3016-0157,TW322SM-0195,2022-08-17 23:59:00,2022-08-16 23:59:00,2022-07-18 07:05:13.090,PM 1 MONTH,TW322SM 1 MONTH PM(FOR MACHINE),PRODUCTIVE          ,6.0,T01-TFC1-P0408,COMING DUE          ,CONTINUOUS          ,TIME                ,DAY                 ,N/A,30.0,7.0,1.0,TW322SM-0195,
937,180B,180/252FBGA12X14,1.1-1.2,180/252FBGA12X14_128-256X_1.1-1.2_DISSIPATIVE_1112,SM3016-0157,TW322SM-0195,2022-08-02 23:59:00,2022-08-01 23:59:00,2022-07-18 07:05:13.090,PM ESD CDM 250V,TW322SM ESD 250V HALF MONTH PM,PRODUCTIVE          ,0.5,T01-TFC1-P0408,COMING DUE          ,CONTINUOUS          ,TIME                ,DAY                 ,N/A,15.0,7.0,1.0,TW322SM-0195,
938,315B,315/315FBGA12.4X15,1.3-1.3,315/315FBGA12.4X15_256X_1.3-1.3_1329,SM3316-0022,TW322SM-0366,2022-07-21 23:59:00,2022-07-20 23:59:00,2022-06-21 06:49:58.697,CLEAN AND INSPECTION,CLEAN AND INSPECTION,PRODUCTIVE          ,0.5,T01-TFC1-P0920,WARNING             ,CONTINUOUS          ,TIME                ,DAY                 ,N/A,30.0,7.0,1.0,TW322SM-0366,
939,315B,315/315FBGA12.4X15,1.3-1.3,315/315FBGA12.4X15_256X_1.3-1.3_1329,SM3316-0022,TW322SM-0366,2022-07-21 23:59:00,2022-07-20 23:59:00,2022-06-21 06:49:58.710,PM 1 MONTH,TW322SM 1 MONTH PM(FOR IONIZER),PRODUCTIVE          ,6.0,T01-TFC1-P0920,WARNING             ,CONTINUOUS          ,TIME                ,DAY                 ,N/A,30.0,7.0,1.0,TW322SM-0366,
940,315B,315/315FBGA12.4X15,1.3-1.3,315/315FBGA12.4X15_256X_1.3-1.3_1329,SM3316-0022,TW322SM-0366,2022-07-21 23:59:00,2022-07-20 23:59:00,2022-06-21 06:49:58.710,PM 1 MONTH,TW322SM 1 MONTH PM(FOR MACHINE),PRODUCTIVE          ,6.0,T01-TFC1-P0920,WARNING             ,CONTINUOUS          ,TIME                ,DAY                 ,N/A,30.0,7.0,1.0,TW322SM-0366,
941,315B,315/315FBGA12.4X15,1.3-1.3,315/315FBGA12.4X15_256X_1.3-1.3_1329,SM3316-0022,TW322SM-0366,2022-07-21 23:59:00,2022-07-20 23:59:00,2022-07-06 02:57:44.213,PM ESD CDM 250V,TW322SM ESD 250V HALF MONTH PM,PRODUCTIVE          ,0.5,T01-TFC1-P0920,WARNING             ,CONTINUOUS          ,TIME                ,DAY                 ,N/A,15.0,7.0,1.0,TW322SM-0366,
942,556B,556/841FBGA12.4X12.4,1.23-1.23,556/841FBGA12.4X12.4_64-128X_1.23-1.23_1104,SM3016-0120,TW322SM-0186,2022-07-25 23:59:00,2022-07-23 23:59:00,2022-06-25 02:23:27.413,CLEAN AND INSPECTION,CLEAN AND INSPECTION,PRODUCTIVE          ,0.5,T01-TFC1-P0604,WARNING             ,CONTINUOUS          ,TIME                ,DAY                 ,N/A,30.0,7.0,1.0,TW322SM-0186,
943,556B,556/841FBGA12.4X12.4,1.23-1.23,556/841FBGA12.4X12.4_64-128X_1.23-1.23_1104,SM3016-0120,TW322SM-0186,2022-07-29 23:59:00,2022-07-23 23:59:00,2021-07-29 04:01:21.437,Ionizer Pin change,Ionizer Pin change,PRODUCTIVE          ,0.5,T01-TFC1-P0604,WARNING             ,CONTINUOUS          ,TIME                ,DAY                 ,N/A,365.0,30.0,1.0,TW322SM-0186,
944,556B,556/841FBGA12.4X12.4,1.23-1.23,556/841FBGA12.4X12.4_64-128X_1.23-1.23_1104,SM3016-0120,TW322SM-0186,2022-07-25 23:59:00,2022-07-23 23:59:00,2022-06-25 02:23:27.430,PM 1 MONTH,TW322SM 1 MONTH PM(FOR IONIZER),PRODUCTIVE          ,6.0,T01-TFC1-P0604,WARNING             ,CONTINUOUS          ,TIME                ,DAY                 ,N/A,30.0,7.0,1.0,TW322SM-0186,
945,556B,556/841FBGA12.4X12.4,1.23-1.23,556/841FBGA12.4X12.4_64-128X_1.23-1.23_1104,SM3016-0120,TW322SM-0186,2022-07-25 23:59:00,2022-07-23 23:59:00,2022-06-25 02:23:27.460,PM 1 MONTH,TW322SM 1 MONTH PM(FOR MACHINE),PRODUCTIVE          ,6.0,T01-TFC1-P0604,WARNING             ,CONTINUOUS          ,TIME                ,DAY                 ,N/A,30.0,7.0,1.0,TW322SM-0186,
946,556B,556/841FBGA12.4X12.4,1.23-1.23,556/841FBGA12.4X12.4_64-128X_1.23-1.23_1104,SM3016-0120,TW322SM-0186,2022-07-24 23:59:00,2022-07-23 23:59:00,2022-04-25 06:54:31.073,PM 3 MONTH,TW322SM 3 MONTH PM,PRODUCTIVE          ,6.0,T01-TFC1-P0604,WARNING             ,CONTINUOUS          ,TIME                ,DAY                 ,N/A,90.0,14.0,1.0,TW322SM-0186,
947,556B,556/841FBGA12.4X12.4,1.23-1.23,556/841FBGA12.4X12.4_64-128X_1.23-1.23_1104,SM3016-0120,TW322SM-0186,2022-07-25 23:59:00,2022-07-23 23:59:00,2022-07-10 05:11:13.810,PM ESD CDM 250V,TW322SM ESD 250V HALF MONTH PM,PRODUCTIVE          ,0.5,T01-TFC1-P0604,WARNING             ,CONTINUOUS          ,TIME                ,DAY                 ,N/A,15.0,7.0,1.0,TW322SM-0186,
948,315B,315/315FBGA12.4X15,1.1-1.1,315/315FBGA12.4X15_256X_1.1-1.1_1329,SM3316-0046,SM3316-0046,2022-07-29 23:59:00,2022-07-28 23:59:00,2022-06-29 10:45:30.947,CLEAN AND INSPECTION,CLEAN AND INSPECTION,STANDBY             ,0.5,T01-TFC1-P1115,COMING DUE          ,CONTINUOUS          ,TIME                ,DAY                 ,N/A,30.0,7.0,1.0,TW322SM-0375,
949,496B,496/756FBGA14X12.4,0.58-0.67,496/756FBGA14X12.4_64-128X_0.58-0.67_ION_1210,SM3316-0143,TW322SM-0435,2022-08-07 23:59:00,2022-08-06 23:59:00,2022-07-08 18:21:18.690,CLEAN AND INSPECTION,CLEAN AND INSPECTION,PRODUCTIVE          ,0.5,T01-TFC1-P1726,COMING DUE          ,CONTINUOUS          ,TIME                ,DAY                 ,N/A,30.0,7.0,1.0,TW322SM-0435,
950,496B,496/756FBGA14X12.4,0.58-0.67,496/756FBGA14X12.4_64-128X_0.58-0.67_ION_1210,SM3316-0143,TW322SM-0435,2022-08-07 23:59:00,2022-08-06 23:59:00,2022-07-08 18:21:18.723,PM 1 MONTH,TW322SM 1 MONTH PM(FOR IONIZER),PRODUCTIVE          ,6.0,T01-TFC1-P1726,COMING DUE          ,CONTINUOUS          ,TIME                ,DAY                 ,N/A,30.0,7.0,1.0,TW322SM-0435,
951,496B,496/756FBGA14X12.4,0.58-0.67,496/756FBGA14X12.4_64-128X_0.58-0.67_ION_1210,SM3316-0143,TW322SM-0435,2022-08-07 23:59:00,2022-08-06 23:59:00,2022-07-08 18:21:18.753,PM 1 MONTH,TW322SM 1 MONTH PM(FOR MACHINE),PRODUCTIVE          ,6.0,T01-TFC1-P1726,COMING DUE          ,CONTINUOUS          ,TIME                ,DAY                 ,N/A,30.0,7.0,1.0,TW322SM-0435,
952,496B,496/756FBGA14X12.4,0.58-0.67,496/756FBGA14X12.4_64-128X_0.58-0.67_ION_1210,SM3316-0143,TW322SM-0435,2022-07-23 23:59:00,2022-07-22 23:59:00,2022-07-08 18:21:18.770,PM ESD CDM 250V,TW322SM ESD 250V HALF MONTH PM,PRODUCTIVE          ,0.5,T01-TFC1-P1726,WARNING             ,CONTINUOUS          ,TIME                ,DAY                 ,N/A,15.0,7.0,1.0,TW322SM-0435,
953,180B,180/252FBGA12X14,1.1-1.2,180/252FBGA12X14_128-256X_1.1-1.2_DISSIPATIVE_1112,SM3016-0159,TW322SM-0197,2022-07-21 23:59:00,2022-07-20 23:59:00,2022-06-21 15:42:12.570,CLEAN AND INSPECTION,CLEAN AND INSPECTION,UNSCHEDULED_DOWNTIME,0.5,T01-TFC1-P0511,WARNING             ,CONTINUOUS          ,TIME                ,DAY                 ,N/A,30.0,7.0,1.0,TW322SM-0197,
954,180B,180/252FBGA12X14,1.1-1.2,180/252FBGA12X14_128-256X_1.1-1.2_DISSIPATIVE_1112,SM3016-0159,TW322SM-0197,2022-07-25 23:59:00,2022-07-20 23:59:00,2021-07-25 05:14:53.477,Ionizer Pin change,Ionizer Pin change,UNSCHEDULED_DOWNTIME,0.5,T01-TFC1-P0511,WARNING             ,CONTINUOUS          ,TIME                ,DAY                 ,N/A,365.0,30.0,1.0,TW322SM-0197,
955,180B,180/252FBGA12X14,1.1-1.2,180/252FBGA12X14_128-256X_1.1-1.2_DISSIPATIVE_1112,SM3016-0159,TW322SM-0197,2022-07-21 23:59:00,2022-07-20 23:59:00,2022-06-21 15:42:12.587,PM 1 MONTH,TW322SM 1 MONTH PM(FOR IONIZER),UNSCHEDULED_DOWNTIME,6.0,T01-TFC1-P0511,WARNING             ,CONTINUOUS          ,TIME                ,DAY                 ,N/A,30.0,7.0,1.0,TW322SM-0197,
956,180B,180/252FBGA12X14,1.1-1.2,180/252FBGA12X14_128-256X_1.1-1.2_DISSIPATIVE_1112,SM3016-0159,TW322SM-0197,2022-07-21 23:59:00,2022-07-20 23:59:00,2022-06-21 15:42:12.587,PM 1 MONTH,TW322SM 1 MONTH PM(FOR MACHINE),UNSCHEDULED_DOWNTIME,6.0,T01-TFC1-P0511,WARNING             ,CONTINUOUS          ,TIME                ,DAY                 ,N/A,30.0,7.0,1.0,TW322SM-0197,
957,180B,180/252FBGA12X14,1.1-1.2,180/252FBGA12X14_128-256X_1.1-1.2_DISSIPATIVE_1112,SM3016-0159,TW322SM-0197,2022-07-21 23:59:00,2022-07-20 23:59:00,2022-07-06 02:56:06.070,PM ESD CDM 250V,TW322SM ESD 250V HALF MONTH PM,UNSCHEDULED_DOWNTIME,0.5,T01-TFC1-P0511,WARNING             ,CONTINUOUS          ,TIME                ,DAY                 ,N/A,15.0,7.0,1.0,TW322SM-0197,
958,556B,556/841FBGA12.4X12.4,1.1-1.1,556/841FBGA12.4X12.4_64-128X_1.1-1.1_1104,SM3016-0004,TW322SM-0051,2022-08-15 23:59:00,2022-08-13 23:59:00,2022-07-16 14:24:12.487,CLEAN AND INSPECTION,CLEAN AND INSPECTION,PRODUCTIVE          ,0.5,T01-TFC1-P0427,COMING DUE          ,CONTINUOUS          ,TIME                ,DAY                 ,N/A,30.0,7.0,1.0,TW322SM-0051,
959,556B,556/841FBGA12.4X12.4,1.1-1.1,556/841FBGA12.4X12.4_64-128X_1.1-1.1_1104,SM3016-0004,TW322SM-0051,2022-08-15 23:59:00,2022-08-13 23:59:00,2022-07-16 14:24:12.470,PM 1 MONTH,TW322SM 1 MONTH PM(FOR IONIZER),PRODUCTIVE          ,6.0,T01-TFC1-P0427,COMING DUE          ,CONTINUOUS          ,TIME                ,DAY                 ,N/A,30.0,7.0,1.0,TW322SM-0051,
960,556B,556/841FBGA12.4X12.4,1.1-1.1,556/841FBGA12.4X12.4_64-128X_1.1-1.1_1104,SM3016-0004,TW322SM-0051,2022-08-15 23:59:00,2022-08-13 23:59:00,2022-07-16 14:24:12.487,PM 1 MONTH,TW322SM 1 MONTH PM(FOR MACHINE),PRODUCTIVE          ,6.0,T01-TFC1-P0427,COMING DUE          ,CONTINUOUS          ,TIME                ,DAY                 ,N/A,30.0,7.0,1.0,TW322SM-0051,
961,556B,556/841FBGA12.4X12.4,1.1-1.1,556/841FBGA12.4X12.4_64-128X_1.1-1.1_1104,SM3016-0004,TW322SM-0051,2022-08-14 23:59:00,2022-08-13 23:59:00,2022-05-16 19:24:17.570,PM 3 MONTH,TW322SM 3 MONTH PM,PRODUCTIVE          ,6.0,T01-TFC1-P0427,COMING DUE          ,CONTINUOUS          ,TIME                ,DAY                 ,N/A,90.0,14.0,1.0,TW322SM-0051,
962,180B,180/252FBGA12X14,1.1-1.2,180/252FBGA12X14_128-256X_1.1-1.2_DISSIPATIVE_1112,SM3016-0263,SM3016-0263,2022-07-20 23:59:00,2022-07-19 23:59:00,2022-06-20 00:25:02.920,CLEAN AND INSPECTION,CLEAN AND INSPECTION,PRODUCTIVE          ,0.5,T01-TFC1-P0405,WARNING             ,CONTINUOUS          ,TIME                ,DAY                 ,N/A,30.0,7.0,1.0,TW322SM-0331,
963,556B,556/841FBGA12.4X12.4,1.1-1.1,556/841FBGA12.4X12.4_64-128X_1.1-1.1_1104,SM3016-0051,TW322SM-0057,2022-07-30 23:59:00,2022-07-29 23:59:00,2022-06-30 14:49:59.083,CLEAN AND INSPECTION,CLEAN AND INSPECTION,PRODUCTIVE          ,0.5,T01-TFC1-P0423,COMING DUE          ,CONTINUOUS          ,TIME                ,DAY                 ,N/A,30.0,7.0,1.0,TW322SM-0057,
964,556B,556/841FBGA12.4X12.4,1.1-1.1,556/841FBGA12.4X12.4_64-128X_1.1-1.1_1104,SM3016-0051,TW322SM-0057,2022-07-30 23:59:00,2022-07-29 23:59:00,2022-06-30 14:49:59.113,PM 1 MONTH,TW322SM 1 MONTH PM(FOR IONIZER),PRODUCTIVE          ,6.0,T01-TFC1-P0423,COMING DUE          ,CONTINUOUS          ,TIME                ,DAY                 ,N/A,30.0,7.0,1.0,TW322SM-0057,
965,556B,556/841FBGA12.4X12.4,1.1-1.1,556/841FBGA12.4X12.4_64-128X_1.1-1.1_1104,SM3016-0051,TW322SM-0057,2022-07-30 23:59:00,2022-07-29 23:59:00,2022-06-30 14:49:59.130,PM 1 MONTH,TW322SM 1 MONTH PM(FOR MACHINE),PRODUCTIVE          ,6.0,T01-TFC1-P0423,COMING DUE          ,CONTINUOUS          ,TIME                ,DAY                 ,N/A,30.0,7.0,1.0,TW322SM-0057,
966,200B,200/264FBGA10X14.5,1.1-1.1,200/264FBGA10X14.5_256X_1.1-1.1_1311,SM3316-0017,TW322SM-0356,2022-08-06 23:59:00,2022-08-04 23:59:00,2022-07-07 05:18:21.240,CLEAN AND INSPECTION,CLEAN AND INSPECTION,PRODUCTIVE          ,0.5,T01-TFC1-P1005,COMING DUE          ,CONTINUOUS          ,TIME                ,DAY                 ,N/A,30.0,7.0,1.0,TW322SM-0356,
967,200B,200/264FBGA10X14.5,1.1-1.1,200/264FBGA10X14.5_256X_1.1-1.1_1311,SM3316-0017,TW322SM-0356,2022-08-06 23:59:00,2022-08-04 23:59:00,2022-07-07 05:18:21.253,PM 1 MONTH,TW322SM 1 MONTH PM(FOR IONIZER),PRODUCTIVE          ,6.0,T01-TFC1-P1005,COMING DUE          ,CONTINUOUS          ,TIME                ,DAY                 ,N/A,30.0,7.0,1.0,TW322SM-0356,
968,200B,200/264FBGA10X14.5,1.1-1.1,200/264FBGA10X14.5_256X_1.1-1.1_1311,SM3316-0017,TW322SM-0356,2022-08-06 23:59:00,2022-08-04 23:59:00,2022-07-07 05:18:21.253,PM 1 MONTH,TW322SM 1 MONTH PM(FOR MACHINE),PRODUCTIVE          ,6.0,T01-TFC1-P1005,COMING DUE          ,CONTINUOUS          ,TIME                ,DAY                 ,N/A,30.0,7.0,1.0,TW322SM-0356,
969,200B,200/264FBGA10X14.5,1.1-1.1,200/264FBGA10X14.5_256X_1.1-1.1_1311,SM3316-0017,TW322SM-0356,2022-08-05 23:59:00,2022-08-04 23:59:00,2022-05-07 06:35:26.637,PM 3 MONTH,TW322SM 3 MONTH PM,PRODUCTIVE          ,6.0,T01-TFC1-P1005,COMING DUE          ,CONTINUOUS          ,TIME                ,DAY                 ,N/A,90.0,14.0,1.0,TW322SM-0356,
970,200B,200/264FBGA10X14.5,1.1-1.1,200/264FBGA10X14.5_256X_1.1-1.1_1311,SM3316-0017,TW322SM-0356,2022-07-22 23:59:00,2022-07-21 23:59:00,2022-07-07 05:18:21.270,PM ESD CDM 250V,TW322SM ESD 250V HALF MONTH PM,PRODUCTIVE          ,0.5,T01-TFC1-P1005,WARNING             ,CONTINUOUS          ,TIME                ,DAY                 ,N/A,15.0,7.0,1.0,TW322SM-0356,
971,180B,180/252FBGA12X14,1.1-1.2,180/252FBGA12X14_128-256X_1.1-1.2_TORSION_PEEK_1112,SM3016-0074,TW322SM-0141,2022-07-30 23:59:00,2022-07-29 23:59:00,2022-06-30 14:22:20.607,CLEAN AND INSPECTION,CLEAN AND INSPECTION,PRODUCTIVE          ,0.5,T01-TFC1-P0611,COMING DUE          ,CONTINUOUS          ,TIME                ,DAY                 ,N/A,30.0,7.0,1.0,TW322SM-0141,
972,180B,180/252FBGA12X14,1.1-1.2,180/252FBGA12X14_128-256X_1.1-1.2_TORSION_PEEK_1112,SM3016-0074,TW322SM-0141,2022-07-30 23:59:00,2022-07-29 23:59:00,2022-06-30 14:22:20.637,PM 1 MONTH,TW322SM 1 MONTH PM(FOR IONIZER),PRODUCTIVE          ,6.0,T01-TFC1-P0611,COMING DUE          ,CONTINUOUS          ,TIME                ,DAY                 ,N/A,30.0,7.0,1.0,TW322SM-0141,
973,180B,180/252FBGA12X14,1.1-1.2,180/252FBGA12X14_128-256X_1.1-1.2_TORSION_PEEK_1112,SM3016-0074,TW322SM-0141,2022-07-30 23:59:00,2022-07-29 23:59:00,2022-06-30 14:22:20.637,PM 1 MONTH,TW322SM 1 MONTH PM(FOR MACHINE),PRODUCTIVE          ,6.0,T01-TFC1-P0611,COMING DUE          ,CONTINUOUS          ,TIME                ,DAY                 ,N/A,30.0,7.0,1.0,TW322SM-0141,
974,180B,180/252FBGA12X14,1.1-1.2,180/252FBGA12X14_128-256X_1.1-1.2_TORSION_PEEK_1112,SM3016-0074,TW322SM-0141,2022-07-30 23:59:00,2022-07-29 23:59:00,2022-05-01 17:20:22.497,PM 3 MONTH,TW322SM 3 MONTH PM,PRODUCTIVE          ,6.0,T01-TFC1-P0611,WARNING             ,CONTINUOUS          ,TIME                ,DAY                 ,N/A,90.0,14.0,1.0,TW322SM-0141,
975,180B,180/252FBGA12X14,1.1-1.2,180/252FBGA12X14_128-256X_1.1-1.2_TORSION_PEEK_1112,SM3016-0074,TW322SM-0141,2022-07-30 23:59:00,2022-07-29 23:59:00,2022-07-15 04:21:23.437,PM ESD CDM 250V,TW322SM ESD 250V HALF MONTH PM,PRODUCTIVE          ,0.5,T01-TFC1-P0611,COMING DUE          ,CONTINUOUS          ,TIME                ,DAY                 ,N/A,15.0,7.0,1.0,TW322SM-0141,
976,376B,376/1156FBGA14X14,0.84-0.9,376/1156FBGA14X14_64-128X_0.84-0.9_1056,SM3016-0119,TW322SM-0185,2022-07-21 23:59:00,2022-07-20 23:59:00,2022-06-21 23:07:38.327,CLEAN AND INSPECTION,CLEAN AND INSPECTION,PRODUCTIVE          ,0.5,T01-TFC1-P0317,WARNING             ,CONTINUOUS          ,TIME                ,DAY                 ,N/A,30.0,7.0,1.0,TW322SM-0185,
977,376B,376/1156FBGA14X14,0.84-0.9,376/1156FBGA14X14_64-128X_0.84-0.9_1056,SM3016-0119,TW322SM-0185,2022-07-21 23:59:00,2022-07-20 23:59:00,2022-06-21 23:07:38.357,PM 1 MONTH,TW322SM 1 MONTH PM(FOR IONIZER),PRODUCTIVE          ,6.0,T01-TFC1-P0317,WARNING             ,CONTINUOUS          ,TIME                ,DAY                 ,N/A,30.0,7.0,1.0,TW322SM-0185,
978,376B,376/1156FBGA14X14,0.84-0.9,376/1156FBGA14X14_64-128X_0.84-0.9_1056,SM3016-0119,TW322SM-0185,2022-07-21 23:59:00,2022-07-20 23:59:00,2022-06-21 23:07:38.390,PM 1 MONTH,TW322SM 1 MONTH PM(FOR MACHINE),PRODUCTIVE          ,6.0,T01-TFC1-P0317,WARNING             ,CONTINUOUS          ,TIME                ,DAY                 ,N/A,30.0,7.0,1.0,TW322SM-0185,
979,376B,376/1156FBGA14X14,0.84-0.9,376/1156FBGA14X14_64-128X_0.84-0.9_1056,SM3016-0119,TW322SM-0185,2022-07-21 23:59:00,2022-07-20 23:59:00,2022-04-22 11:10:10.940,PM 3 MONTH,TW322SM 3 MONTH PM,PRODUCTIVE          ,6.0,T01-TFC1-P0317,WARNING             ,CONTINUOUS          ,TIME                ,DAY                 ,N/A,90.0,14.0,1.0,TW322SM-0185,
980,496B,496/756FBGA14X12.4,0.69-0.71,496/756FBGA14X12.4_128X_0.69-0.71_1266,SM3316-0118,SM3316-0118,2022-07-30 23:59:00,2022-07-29 23:59:00,2022-06-30 20:50:05.750,CLEAN AND INSPECTION,CLEAN AND INSPECTION,PRODUCTIVE          ,0.5,T01-TFC1-P1425,COMING DUE          ,CONTINUOUS          ,TIME                ,DAY                 ,N/A,30.0,7.0,1.0,TW322SM-0418,
981,180B,180/252FBGA12X14,1.1-1.2,180/252FBGA12X14_128-256X_1.1-1.2_DISSIPATIVE_1112,SM3016-0265,SM3016-0265,2022-08-15 23:59:00,2022-08-14 23:59:00,2022-07-16 14:50:43.970,CLEAN AND INSPECTION,CLEAN AND INSPECTION,SCHEDULED_DOWNTIME  ,0.5,T01-TFC1-P0205,COMING DUE          ,CONTINUOUS          ,TIME                ,DAY                 ,N/A,30.0,7.0,1.0,TW322SM-0333,
982,496B,496/756FBGA14X12.4,0.69-0.71,496/756FBGA14X12.4_128X_0.69-0.71_1266,SM3316-0006,SM3316-0006,2022-08-05 23:59:00,2022-08-04 23:59:00,2022-07-06 05:47:27.567,CLEAN AND INSPECTION,CLEAN AND INSPECTION,STANDBY             ,0.5,T01-TFC1-P0814,COMING DUE          ,CONTINUOUS          ,TIME                ,DAY                 ,N/A,30.0,7.0,1.0,TW322SM-0346,
